Hourly measurement data supplied by UK-air on 27/01/2021,,,
All Data GMT hour ending,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,
,,Bristol St Paul's,
03/11/2006,12:00:00,147,V ugm-3
03/11/2006,13:00:00,118,V ugm-3
03/11/2006,14:00:00,67,V ugm-3
03/11/2006,15:00:00,80,V ugm-3
03/11/2006,16:00:00,122,V ugm-3
03/11/2006,17:00:00,218,V ugm-3
03/11/2006,18:00:00,334,V ugm-3
03/11/2006,19:00:00,728,V ugm-3
03/11/2006,20:00:00,940,V ugm-3
03/11/2006,21:00:00,838,V ugm-3
03/11/2006,22:00:00,483,V ugm-3
03/11/2006,23:00:00,308,V ugm-3
03/11/2006,24:00:00,223,V ugm-3
04/11/2006,01:00:00,227,V ugm-3
04/11/2006,02:00:00,206,V ugm-3
04/11/2006,03:00:00,258,V ugm-3
04/11/2006,04:00:00,456,V ugm-3
04/11/2006,05:00:00,392,V ugm-3
04/11/2006,06:00:00,330,V ugm-3
04/11/2006,07:00:00,243,V ugm-3
04/11/2006,08:00:00,248,V ugm-3
04/11/2006,09:00:00,319,V ugm-3
04/11/2006,10:00:00,476,V ugm-3
04/11/2006,11:00:00,621,V ugm-3
04/11/2006,12:00:00,439,V ugm-3
04/11/2006,13:00:00,128,V ugm-3
04/11/2006,14:00:00,53,V ugm-3
04/11/2006,15:00:00,46,V ugm-3
04/11/2006,16:00:00,59,V ugm-3
04/11/2006,17:00:00,107,V ugm-3
04/11/2006,18:00:00,204,V ugm-3
04/11/2006,19:00:00,451,V ugm-3
04/11/2006,20:00:00,590,V ugm-3
04/11/2006,21:00:00,766,V ugm-3
04/11/2006,22:00:00,493,V ugm-3
04/11/2006,23:00:00,642,V ugm-3
04/11/2006,24:00:00,330,V ugm-3
05/11/2006,01:00:00,315,V ugm-3
05/11/2006,02:00:00,355,V ugm-3
05/11/2006,03:00:00,451,V ugm-3
05/11/2006,04:00:00,265,V ugm-3
05/11/2006,05:00:00,197,V ugm-3
05/11/2006,06:00:00,283,V ugm-3
05/11/2006,07:00:00,298,V ugm-3
05/11/2006,08:00:00,267,V ugm-3
05/11/2006,09:00:00,189,V ugm-3
05/11/2006,10:00:00,288,V ugm-3
05/11/2006,11:00:00,246,V ugm-3
05/11/2006,12:00:00,96,V ugm-3
05/11/2006,13:00:00,31,V ugm-3
05/11/2006,14:00:00,23,V ugm-3
05/11/2006,15:00:00,25,V ugm-3
05/11/2006,16:00:00,27,V ugm-3
05/11/2006,17:00:00,53,V ugm-3
05/11/2006,18:00:00,69,V ugm-3
05/11/2006,19:00:00,73,V ugm-3
05/11/2006,20:00:00,138,V ugm-3
05/11/2006,21:00:00,275,V ugm-3
05/11/2006,22:00:00,462,V ugm-3
05/11/2006,23:00:00,493,V ugm-3
05/11/2006,24:00:00,554,V ugm-3
06/11/2006,01:00:00,462,V ugm-3
06/11/2006,02:00:00,336,V ugm-3
06/11/2006,03:00:00,160,V ugm-3
06/11/2006,04:00:00,78,V ugm-3
06/11/2006,05:00:00,147,V ugm-3
06/11/2006,06:00:00,172,V ugm-3
06/11/2006,07:00:00,122,V ugm-3
06/11/2006,08:00:00,283,V ugm-3
06/11/2006,09:00:00,357,V ugm-3
06/11/2006,10:00:00,371,V ugm-3
06/11/2006,11:00:00,308,V ugm-3
06/11/2006,12:00:00,241,V ugm-3
06/11/2006,13:00:00,162,V ugm-3
06/11/2006,14:00:00,97,V ugm-3
06/11/2006,15:00:00,96,V ugm-3
06/11/2006,16:00:00,88,V ugm-3
06/11/2006,17:00:00,92,V ugm-3
06/11/2006,18:00:00,120,V ugm-3
06/11/2006,19:00:00,94,V ugm-3
06/11/2006,20:00:00,74,V ugm-3
06/11/2006,21:00:00,86,V ugm-3
06/11/2006,22:00:00,107,V ugm-3
06/11/2006,23:00:00,74,V ugm-3
06/11/2006,24:00:00,57,V ugm-3
07/11/2006,01:00:00,53,V ugm-3
07/11/2006,02:00:00,50,V ugm-3
07/11/2006,03:00:00,42,V ugm-3
07/11/2006,04:00:00,42,V ugm-3
07/11/2006,05:00:00,67,V ugm-3
07/11/2006,06:00:00,44,V ugm-3
07/11/2006,07:00:00,63,V ugm-3
07/11/2006,08:00:00,78,V ugm-3
07/11/2006,09:00:00,113,V ugm-3
07/11/2006,10:00:00,132,V ugm-3
07/11/2006,11:00:00,124,V ugm-3
07/11/2006,12:00:00,109,V ugm-3
07/11/2006,13:00:00,94,V ugm-3
07/11/2006,14:00:00,88,V ugm-3
07/11/2006,15:00:00,97,V ugm-3
07/11/2006,16:00:00,94,V ugm-3
07/11/2006,17:00:00,113,V ugm-3
07/11/2006,18:00:00,122,V ugm-3
07/11/2006,19:00:00,136,V ugm-3
07/11/2006,20:00:00,101,V ugm-3
07/11/2006,21:00:00,76,V ugm-3
07/11/2006,22:00:00,52,V ugm-3
07/11/2006,23:00:00,59,V ugm-3
07/11/2006,24:00:00,63,V ugm-3
08/11/2006,01:00:00,67,V ugm-3
08/11/2006,02:00:00,61,V ugm-3
08/11/2006,03:00:00,84,V ugm-3
08/11/2006,04:00:00,97,V ugm-3
08/11/2006,05:00:00,130,V ugm-3
08/11/2006,06:00:00,103,V ugm-3
08/11/2006,07:00:00,82,V ugm-3
08/11/2006,08:00:00,136,V ugm-3
08/11/2006,09:00:00,145,V ugm-3
08/11/2006,10:00:00,122,V ugm-3
08/11/2006,11:00:00,92,V ugm-3
08/11/2006,12:00:00,96,V ugm-3
08/11/2006,13:00:00,69,V ugm-3
08/11/2006,14:00:00,46,V ugm-3
08/11/2006,15:00:00,40,V ugm-3
08/11/2006,16:00:00,32,V ugm-3
08/11/2006,17:00:00,48,V ugm-3
08/11/2006,18:00:00,50,V ugm-3
08/11/2006,19:00:00,46,V ugm-3
08/11/2006,20:00:00,29,V ugm-3
08/11/2006,21:00:00,21,V ugm-3
08/11/2006,22:00:00,44,V ugm-3
08/11/2006,23:00:00,32,V ugm-3
08/11/2006,24:00:00,38,V ugm-3
09/11/2006,01:00:00,32,V ugm-3
09/11/2006,02:00:00,21,V ugm-3
09/11/2006,03:00:00,23,V ugm-3
09/11/2006,04:00:00,25,V ugm-3
09/11/2006,05:00:00,23,V ugm-3
09/11/2006,06:00:00,34,V ugm-3
09/11/2006,07:00:00,155,V ugm-3
09/11/2006,08:00:00,466,V ugm-3
09/11/2006,09:00:00,558,V ugm-3
09/11/2006,10:00:00,105,V ugm-3
09/11/2006,11:00:00,46,V ugm-3
09/11/2006,12:00:00,27,V ugm-3
09/11/2006,13:00:00,23,V ugm-3
09/11/2006,14:00:00,27,V ugm-3
09/11/2006,15:00:00,34,V ugm-3
09/11/2006,16:00:00,38,V ugm-3
09/11/2006,17:00:00,120,V ugm-3
09/11/2006,18:00:00,447,V ugm-3
09/11/2006,19:00:00,478,V ugm-3
09/11/2006,20:00:00,600,V ugm-3
09/11/2006,21:00:00,308,V ugm-3
09/11/2006,22:00:00,372,V ugm-3
09/11/2006,23:00:00,225,V ugm-3
09/11/2006,24:00:00,202,V ugm-3
10/11/2006,01:00:00,181,V ugm-3
10/11/2006,02:00:00,180,V ugm-3
10/11/2006,03:00:00,138,V ugm-3
10/11/2006,04:00:00,99,V ugm-3
10/11/2006,05:00:00,208,V ugm-3
10/11/2006,06:00:00,208,V ugm-3
10/11/2006,07:00:00,136,V ugm-3
10/11/2006,08:00:00,199,V ugm-3
10/11/2006,09:00:00,227,V ugm-3
10/11/2006,10:00:00,199,V ugm-3
10/11/2006,11:00:00,132,V ugm-3
10/11/2006,12:00:00,97,V ugm-3
10/11/2006,13:00:00,88,V ugm-3
10/11/2006,14:00:00,78,V ugm-3
10/11/2006,15:00:00,84,V ugm-3
10/11/2006,16:00:00,90,V ugm-3
10/11/2006,17:00:00,76,V ugm-3
10/11/2006,18:00:00,97,V ugm-3
10/11/2006,19:00:00,59,V ugm-3
10/11/2006,20:00:00,52,V ugm-3
10/11/2006,21:00:00,34,V ugm-3
10/11/2006,22:00:00,38,V ugm-3
10/11/2006,23:00:00,34,V ugm-3
10/11/2006,24:00:00,21,V ugm-3
11/11/2006,01:00:00,13,V ugm-3
11/11/2006,02:00:00,13,V ugm-3
11/11/2006,03:00:00,13,V ugm-3
11/11/2006,04:00:00,13,V ugm-3
11/11/2006,05:00:00,13,V ugm-3
11/11/2006,06:00:00,13,V ugm-3
11/11/2006,07:00:00,13,V ugm-3
11/11/2006,08:00:00,23,V ugm-3
11/11/2006,09:00:00,23,V ugm-3
11/11/2006,10:00:00,23,V ugm-3
11/11/2006,11:00:00,19,V ugm-3
11/11/2006,12:00:00,19,V ugm-3
11/11/2006,13:00:00,17,V ugm-3
11/11/2006,14:00:00,19,V ugm-3
11/11/2006,15:00:00,21,V ugm-3
11/11/2006,16:00:00,19,V ugm-3
11/11/2006,17:00:00,21,V ugm-3
11/11/2006,18:00:00,21,V ugm-3
11/11/2006,19:00:00,21,V ugm-3
11/11/2006,20:00:00,19,V ugm-3
11/11/2006,21:00:00,23,V ugm-3
11/11/2006,22:00:00,15,V ugm-3
11/11/2006,23:00:00,13,V ugm-3
11/11/2006,24:00:00,13,V ugm-3
12/11/2006,01:00:00,19,V ugm-3
12/11/2006,02:00:00,15,V ugm-3
12/11/2006,03:00:00,17,V ugm-3
12/11/2006,04:00:00,19,V ugm-3
12/11/2006,05:00:00,65,V ugm-3
12/11/2006,06:00:00,32,V ugm-3
12/11/2006,07:00:00,25,V ugm-3
12/11/2006,08:00:00,23,V ugm-3
12/11/2006,09:00:00,36,V ugm-3
12/11/2006,10:00:00,31,V ugm-3
12/11/2006,11:00:00,23,V ugm-3
12/11/2006,12:00:00,23,V ugm-3
12/11/2006,13:00:00,38,V ugm-3
12/11/2006,14:00:00,27,V ugm-3
12/11/2006,15:00:00,29,V ugm-3
12/11/2006,16:00:00,21,V ugm-3
12/11/2006,17:00:00,29,V ugm-3
12/11/2006,18:00:00,40,V ugm-3
12/11/2006,19:00:00,38,V ugm-3
12/11/2006,20:00:00,31,V ugm-3
12/11/2006,21:00:00,21,V ugm-3
12/11/2006,22:00:00,15,V ugm-3
12/11/2006,23:00:00,15,V ugm-3
12/11/2006,24:00:00,13,V ugm-3
13/11/2006,01:00:00,8,V ugm-3
13/11/2006,02:00:00,8,V ugm-3
13/11/2006,03:00:00,10,V ugm-3
13/11/2006,04:00:00,11,V ugm-3
13/11/2006,05:00:00,10,V ugm-3
13/11/2006,06:00:00,19,V ugm-3
13/11/2006,07:00:00,27,V ugm-3
13/11/2006,08:00:00,25,V ugm-3
13/11/2006,09:00:00,36,V ugm-3
13/11/2006,10:00:00,32,V ugm-3
13/11/2006,11:00:00,27,V ugm-3
13/11/2006,12:00:00,No data,V ugm-3
13/11/2006,13:00:00,34,V ugm-3
13/11/2006,14:00:00,32,V ugm-3
13/11/2006,15:00:00,42,V ugm-3
13/11/2006,16:00:00,40,V ugm-3
13/11/2006,17:00:00,38,V ugm-3
13/11/2006,18:00:00,36,V ugm-3
13/11/2006,19:00:00,46,V ugm-3
13/11/2006,20:00:00,32,V ugm-3
13/11/2006,21:00:00,40,V ugm-3
13/11/2006,22:00:00,32,V ugm-3
13/11/2006,23:00:00,32,V ugm-3
13/11/2006,24:00:00,21,V ugm-3
14/11/2006,01:00:00,10,V ugm-3
14/11/2006,02:00:00,11,V ugm-3
14/11/2006,03:00:00,17,V ugm-3
14/11/2006,04:00:00,17,V ugm-3
14/11/2006,05:00:00,17,V ugm-3
14/11/2006,06:00:00,27,V ugm-3
14/11/2006,07:00:00,52,V ugm-3
14/11/2006,08:00:00,138,V ugm-3
14/11/2006,09:00:00,120,V ugm-3
14/11/2006,10:00:00,80,V ugm-3
14/11/2006,11:00:00,53,V ugm-3
14/11/2006,12:00:00,59,V ugm-3
14/11/2006,13:00:00,96,V ugm-3
14/11/2006,14:00:00,118,V ugm-3
14/11/2006,15:00:00,139,V ugm-3
14/11/2006,16:00:00,130,V ugm-3
14/11/2006,17:00:00,229,V ugm-3
14/11/2006,18:00:00,88,V ugm-3
14/11/2006,19:00:00,57,V ugm-3
14/11/2006,20:00:00,71,V ugm-3
14/11/2006,21:00:00,36,V ugm-3
14/11/2006,22:00:00,23,V ugm-3
14/11/2006,23:00:00,21,V ugm-3
14/11/2006,24:00:00,19,V ugm-3
15/11/2006,01:00:00,15,V ugm-3
15/11/2006,02:00:00,13,V ugm-3
15/11/2006,03:00:00,13,V ugm-3
15/11/2006,04:00:00,10,V ugm-3
15/11/2006,05:00:00,13,V ugm-3
15/11/2006,06:00:00,23,V ugm-3
15/11/2006,07:00:00,29,V ugm-3
15/11/2006,08:00:00,48,V ugm-3
15/11/2006,09:00:00,90,V ugm-3
15/11/2006,10:00:00,94,V ugm-3
15/11/2006,11:00:00,82,V ugm-3
15/11/2006,12:00:00,74,V ugm-3
15/11/2006,13:00:00,74,V ugm-3
15/11/2006,14:00:00,71,V ugm-3
15/11/2006,15:00:00,69,V ugm-3
15/11/2006,16:00:00,57,V ugm-3
15/11/2006,17:00:00,65,V ugm-3
15/11/2006,18:00:00,50,V ugm-3
15/11/2006,19:00:00,34,V ugm-3
15/11/2006,20:00:00,32,V ugm-3
15/11/2006,21:00:00,31,V ugm-3
15/11/2006,22:00:00,25,V ugm-3
15/11/2006,23:00:00,17,V ugm-3
15/11/2006,24:00:00,11,V ugm-3
16/11/2006,01:00:00,11,V ugm-3
16/11/2006,02:00:00,8,V ugm-3
16/11/2006,03:00:00,8,V ugm-3
16/11/2006,04:00:00,10,V ugm-3
16/11/2006,05:00:00,11,V ugm-3
16/11/2006,06:00:00,23,V ugm-3
16/11/2006,07:00:00,23,V ugm-3
16/11/2006,08:00:00,50,V ugm-3
16/11/2006,09:00:00,139,V ugm-3
16/11/2006,10:00:00,122,V ugm-3
16/11/2006,11:00:00,94,V ugm-3
16/11/2006,12:00:00,90,V ugm-3
16/11/2006,13:00:00,90,V ugm-3
16/11/2006,14:00:00,73,V ugm-3
16/11/2006,15:00:00,61,V ugm-3
16/11/2006,16:00:00,82,V ugm-3
16/11/2006,17:00:00,76,V ugm-3
16/11/2006,18:00:00,107,V ugm-3
16/11/2006,19:00:00,82,V ugm-3
16/11/2006,20:00:00,78,V ugm-3
16/11/2006,21:00:00,73,V ugm-3
16/11/2006,22:00:00,55,V ugm-3
16/11/2006,23:00:00,71,V ugm-3
16/11/2006,24:00:00,73,V ugm-3
17/11/2006,01:00:00,69,V ugm-3
17/11/2006,02:00:00,32,V ugm-3
17/11/2006,03:00:00,25,V ugm-3
17/11/2006,04:00:00,31,V ugm-3
17/11/2006,05:00:00,23,V ugm-3
17/11/2006,06:00:00,32,V ugm-3
17/11/2006,07:00:00,61,V ugm-3
17/11/2006,08:00:00,88,V ugm-3
17/11/2006,09:00:00,105,V ugm-3
17/11/2006,10:00:00,59,V ugm-3
17/11/2006,11:00:00,57,V ugm-3
17/11/2006,12:00:00,76,V ugm-3
17/11/2006,13:00:00,53,V ugm-3
17/11/2006,14:00:00,67,V ugm-3
17/11/2006,15:00:00,90,V ugm-3
17/11/2006,16:00:00,105,V ugm-3
17/11/2006,17:00:00,88,V ugm-3
17/11/2006,18:00:00,96,V ugm-3
17/11/2006,19:00:00,80,V ugm-3
17/11/2006,20:00:00,65,V ugm-3
17/11/2006,21:00:00,48,V ugm-3
17/11/2006,22:00:00,42,V ugm-3
17/11/2006,23:00:00,57,V ugm-3
17/11/2006,24:00:00,36,V ugm-3
18/11/2006,01:00:00,25,V ugm-3
18/11/2006,02:00:00,31,V ugm-3
18/11/2006,03:00:00,21,V ugm-3
18/11/2006,04:00:00,13,V ugm-3
18/11/2006,05:00:00,17,V ugm-3
18/11/2006,06:00:00,13,V ugm-3
18/11/2006,07:00:00,27,V ugm-3
18/11/2006,08:00:00,86,V ugm-3
18/11/2006,09:00:00,74,V ugm-3
18/11/2006,10:00:00,48,V ugm-3
18/11/2006,11:00:00,32,V ugm-3
18/11/2006,12:00:00,36,V ugm-3
18/11/2006,13:00:00,36,V ugm-3
18/11/2006,14:00:00,34,V ugm-3
18/11/2006,15:00:00,40,V ugm-3
18/11/2006,16:00:00,65,V ugm-3
18/11/2006,17:00:00,73,V ugm-3
18/11/2006,18:00:00,71,V ugm-3
18/11/2006,19:00:00,69,V ugm-3
18/11/2006,20:00:00,267,V ugm-3
18/11/2006,21:00:00,382,V ugm-3
18/11/2006,22:00:00,424,V ugm-3
18/11/2006,23:00:00,311,V ugm-3
18/11/2006,24:00:00,243,V ugm-3
19/11/2006,01:00:00,202,V ugm-3
19/11/2006,02:00:00,109,V ugm-3
19/11/2006,03:00:00,227,V ugm-3
19/11/2006,04:00:00,262,V ugm-3
19/11/2006,05:00:00,176,V ugm-3
19/11/2006,06:00:00,214,V ugm-3
19/11/2006,07:00:00,355,V ugm-3
19/11/2006,08:00:00,252,V ugm-3
19/11/2006,09:00:00,271,V ugm-3
19/11/2006,10:00:00,185,V ugm-3
19/11/2006,11:00:00,86,V ugm-3
19/11/2006,12:00:00,29,V ugm-3
19/11/2006,13:00:00,27,V ugm-3
19/11/2006,14:00:00,27,V ugm-3
19/11/2006,15:00:00,21,V ugm-3
19/11/2006,16:00:00,27,V ugm-3
19/11/2006,17:00:00,29,V ugm-3
19/11/2006,18:00:00,27,V ugm-3
19/11/2006,19:00:00,15,V ugm-3
19/11/2006,20:00:00,19,V ugm-3
19/11/2006,21:00:00,10,V ugm-3
19/11/2006,22:00:00,10,V ugm-3
19/11/2006,23:00:00,10,V ugm-3
19/11/2006,24:00:00,8,V ugm-3
20/11/2006,01:00:00,8,V ugm-3
20/11/2006,02:00:00,6,V ugm-3
20/11/2006,03:00:00,10,V ugm-3
20/11/2006,04:00:00,10,V ugm-3
20/11/2006,05:00:00,17,V ugm-3
20/11/2006,06:00:00,21,V ugm-3
20/11/2006,07:00:00,21,V ugm-3
20/11/2006,08:00:00,44,V ugm-3
20/11/2006,09:00:00,86,V ugm-3
20/11/2006,10:00:00,65,V ugm-3
20/11/2006,11:00:00,71,V ugm-3
20/11/2006,12:00:00,92,V ugm-3
20/11/2006,13:00:00,78,V ugm-3
20/11/2006,14:00:00,65,V ugm-3
20/11/2006,15:00:00,86,V ugm-3
20/11/2006,16:00:00,88,V ugm-3
20/11/2006,17:00:00,80,V ugm-3
20/11/2006,18:00:00,92,V ugm-3
20/11/2006,19:00:00,88,V ugm-3
20/11/2006,20:00:00,88,V ugm-3
20/11/2006,21:00:00,99,V ugm-3
20/11/2006,22:00:00,99,V ugm-3
20/11/2006,23:00:00,69,V ugm-3
20/11/2006,24:00:00,67,V ugm-3
21/11/2006,01:00:00,19,V ugm-3
21/11/2006,02:00:00,13,V ugm-3
21/11/2006,03:00:00,11,V ugm-3
21/11/2006,04:00:00,13,V ugm-3
21/11/2006,05:00:00,11,V ugm-3
21/11/2006,06:00:00,23,V ugm-3
21/11/2006,07:00:00,32,V ugm-3
21/11/2006,08:00:00,44,V ugm-3
21/11/2006,09:00:00,52,V ugm-3
21/11/2006,10:00:00,44,V ugm-3
21/11/2006,11:00:00,40,V ugm-3
21/11/2006,12:00:00,65,V ugm-3
21/11/2006,13:00:00,34,V ugm-3
21/11/2006,14:00:00,53,V ugm-3
21/11/2006,15:00:00,40,V ugm-3
21/11/2006,16:00:00,42,V ugm-3
21/11/2006,17:00:00,65,V ugm-3
21/11/2006,18:00:00,52,V ugm-3
21/11/2006,19:00:00,48,V ugm-3
21/11/2006,20:00:00,46,V ugm-3
21/11/2006,21:00:00,31,V ugm-3
21/11/2006,22:00:00,25,V ugm-3
21/11/2006,23:00:00,23,V ugm-3
21/11/2006,24:00:00,19,V ugm-3
22/11/2006,01:00:00,13,V ugm-3
22/11/2006,02:00:00,11,V ugm-3
22/11/2006,03:00:00,13,V ugm-3
22/11/2006,04:00:00,21,V ugm-3
22/11/2006,05:00:00,59,V ugm-3
22/11/2006,06:00:00,90,V ugm-3
22/11/2006,07:00:00,248,V ugm-3
22/11/2006,08:00:00,300,V ugm-3
22/11/2006,09:00:00,239,V ugm-3
22/11/2006,10:00:00,225,V ugm-3
22/11/2006,11:00:00,168,V ugm-3
22/11/2006,12:00:00,107,V ugm-3
22/11/2006,13:00:00,128,V ugm-3
22/11/2006,14:00:00,86,V ugm-3
22/11/2006,15:00:00,65,V ugm-3
22/11/2006,16:00:00,38,V ugm-3
22/11/2006,17:00:00,53,V ugm-3
22/11/2006,18:00:00,55,V ugm-3
22/11/2006,19:00:00,88,V ugm-3
22/11/2006,20:00:00,76,V ugm-3
22/11/2006,21:00:00,69,V ugm-3
22/11/2006,22:00:00,53,V ugm-3
22/11/2006,23:00:00,40,V ugm-3
22/11/2006,24:00:00,17,V ugm-3
23/11/2006,01:00:00,11,V ugm-3
23/11/2006,02:00:00,11,V ugm-3
23/11/2006,03:00:00,17,V ugm-3
23/11/2006,04:00:00,11,V ugm-3
23/11/2006,05:00:00,11,V ugm-3
23/11/2006,06:00:00,8,V ugm-3
23/11/2006,07:00:00,19,V ugm-3
23/11/2006,08:00:00,48,V ugm-3
23/11/2006,09:00:00,71,V ugm-3
23/11/2006,10:00:00,63,V ugm-3
23/11/2006,11:00:00,52,V ugm-3
23/11/2006,12:00:00,42,V ugm-3
23/11/2006,13:00:00,38,V ugm-3
23/11/2006,14:00:00,32,V ugm-3
23/11/2006,15:00:00,61,V ugm-3
23/11/2006,16:00:00,55,V ugm-3
23/11/2006,17:00:00,57,V ugm-3
23/11/2006,18:00:00,53,V ugm-3
23/11/2006,19:00:00,63,V ugm-3
23/11/2006,20:00:00,52,V ugm-3
23/11/2006,21:00:00,32,V ugm-3
23/11/2006,22:00:00,38,V ugm-3
23/11/2006,23:00:00,38,V ugm-3
23/11/2006,24:00:00,31,V ugm-3
24/11/2006,01:00:00,21,V ugm-3
24/11/2006,02:00:00,19,V ugm-3
24/11/2006,03:00:00,19,V ugm-3
24/11/2006,04:00:00,23,V ugm-3
24/11/2006,05:00:00,42,V ugm-3
24/11/2006,06:00:00,38,V ugm-3
24/11/2006,07:00:00,52,V ugm-3
24/11/2006,08:00:00,59,V ugm-3
24/11/2006,09:00:00,74,V ugm-3
24/11/2006,10:00:00,73,V ugm-3
24/11/2006,11:00:00,55,V ugm-3
24/11/2006,12:00:00,53,V ugm-3
24/11/2006,13:00:00,55,V ugm-3
24/11/2006,14:00:00,55,V ugm-3
24/11/2006,15:00:00,57,V ugm-3
24/11/2006,16:00:00,63,V ugm-3
24/11/2006,17:00:00,59,V ugm-3
24/11/2006,18:00:00,50,V ugm-3
24/11/2006,19:00:00,42,V ugm-3
24/11/2006,20:00:00,29,V ugm-3
24/11/2006,21:00:00,25,V ugm-3
24/11/2006,22:00:00,21,V ugm-3
24/11/2006,23:00:00,21,V ugm-3
24/11/2006,24:00:00,17,V ugm-3
25/11/2006,01:00:00,23,V ugm-3
25/11/2006,02:00:00,50,V ugm-3
25/11/2006,03:00:00,40,V ugm-3
25/11/2006,04:00:00,86,V ugm-3
25/11/2006,05:00:00,34,V ugm-3
25/11/2006,06:00:00,15,V ugm-3
25/11/2006,07:00:00,31,V ugm-3
25/11/2006,08:00:00,36,V ugm-3
25/11/2006,09:00:00,17,V ugm-3
25/11/2006,10:00:00,29,V ugm-3
25/11/2006,11:00:00,50,V ugm-3
25/11/2006,12:00:00,44,V ugm-3
25/11/2006,13:00:00,40,V ugm-3
25/11/2006,14:00:00,44,V ugm-3
25/11/2006,15:00:00,42,V ugm-3
25/11/2006,16:00:00,52,V ugm-3
25/11/2006,17:00:00,44,V ugm-3
25/11/2006,18:00:00,52,V ugm-3
25/11/2006,19:00:00,38,V ugm-3
25/11/2006,20:00:00,44,V ugm-3
25/11/2006,21:00:00,48,V ugm-3
25/11/2006,22:00:00,44,V ugm-3
25/11/2006,23:00:00,67,V ugm-3
25/11/2006,24:00:00,168,V ugm-3
26/11/2006,01:00:00,94,V ugm-3
26/11/2006,02:00:00,19,V ugm-3
26/11/2006,03:00:00,27,V ugm-3
26/11/2006,04:00:00,32,V ugm-3
26/11/2006,05:00:00,17,V ugm-3
26/11/2006,06:00:00,17,V ugm-3
26/11/2006,07:00:00,17,V ugm-3
26/11/2006,08:00:00,40,V ugm-3
26/11/2006,09:00:00,34,V ugm-3
26/11/2006,10:00:00,32,V ugm-3
26/11/2006,11:00:00,52,V ugm-3
26/11/2006,12:00:00,29,V ugm-3
26/11/2006,13:00:00,42,V ugm-3
26/11/2006,14:00:00,46,V ugm-3
26/11/2006,15:00:00,40,V ugm-3
26/11/2006,16:00:00,36,V ugm-3
26/11/2006,17:00:00,44,V ugm-3
26/11/2006,18:00:00,36,V ugm-3
26/11/2006,19:00:00,29,V ugm-3
26/11/2006,20:00:00,25,V ugm-3
26/11/2006,21:00:00,17,V ugm-3
26/11/2006,22:00:00,17,V ugm-3
26/11/2006,23:00:00,13,V ugm-3
26/11/2006,24:00:00,10,V ugm-3
27/11/2006,01:00:00,8,V ugm-3
27/11/2006,02:00:00,8,V ugm-3
27/11/2006,03:00:00,8,V ugm-3
27/11/2006,04:00:00,10,V ugm-3
27/11/2006,05:00:00,19,V ugm-3
27/11/2006,06:00:00,15,V ugm-3
27/11/2006,07:00:00,29,V ugm-3
27/11/2006,08:00:00,55,V ugm-3
27/11/2006,09:00:00,82,V ugm-3
27/11/2006,10:00:00,84,V ugm-3
27/11/2006,11:00:00,55,V ugm-3
27/11/2006,12:00:00,44,V ugm-3
27/11/2006,13:00:00,61,V ugm-3
27/11/2006,14:00:00,61,V ugm-3
27/11/2006,15:00:00,67,V ugm-3
27/11/2006,16:00:00,82,V ugm-3
27/11/2006,17:00:00,74,V ugm-3
27/11/2006,18:00:00,65,V ugm-3
27/11/2006,19:00:00,48,V ugm-3
27/11/2006,20:00:00,44,V ugm-3
27/11/2006,21:00:00,38,V ugm-3
27/11/2006,22:00:00,29,V ugm-3
27/11/2006,23:00:00,25,V ugm-3
27/11/2006,24:00:00,15,V ugm-3
28/11/2006,01:00:00,11,V ugm-3
28/11/2006,02:00:00,10,V ugm-3
28/11/2006,03:00:00,10,V ugm-3
28/11/2006,04:00:00,10,V ugm-3
28/11/2006,05:00:00,11,V ugm-3
28/11/2006,06:00:00,15,V ugm-3
28/11/2006,07:00:00,27,V ugm-3
28/11/2006,08:00:00,69,V ugm-3
28/11/2006,09:00:00,94,V ugm-3
28/11/2006,10:00:00,94,V ugm-3
28/11/2006,11:00:00,61,V ugm-3
28/11/2006,12:00:00,57,V ugm-3
28/11/2006,13:00:00,48,V ugm-3
28/11/2006,14:00:00,48,V ugm-3
28/11/2006,15:00:00,65,V ugm-3
28/11/2006,16:00:00,84,V ugm-3
28/11/2006,17:00:00,128,V ugm-3
28/11/2006,18:00:00,90,V ugm-3
28/11/2006,19:00:00,84,V ugm-3
28/11/2006,20:00:00,97,V ugm-3
28/11/2006,21:00:00,80,V ugm-3
28/11/2006,22:00:00,61,V ugm-3
28/11/2006,23:00:00,40,V ugm-3
28/11/2006,24:00:00,44,V ugm-3
29/11/2006,01:00:00,31,V ugm-3
29/11/2006,02:00:00,23,V ugm-3
29/11/2006,03:00:00,27,V ugm-3
29/11/2006,04:00:00,19,V ugm-3
29/11/2006,05:00:00,17,V ugm-3
29/11/2006,06:00:00,53,V ugm-3
29/11/2006,07:00:00,157,V ugm-3
29/11/2006,08:00:00,204,V ugm-3
29/11/2006,09:00:00,201,V ugm-3
29/11/2006,10:00:00,139,V ugm-3
29/11/2006,11:00:00,88,V ugm-3
29/11/2006,12:00:00,65,V ugm-3
29/11/2006,13:00:00,48,V ugm-3
29/11/2006,14:00:00,55,V ugm-3
29/11/2006,15:00:00,74,V ugm-3
29/11/2006,16:00:00,67,V ugm-3
29/11/2006,17:00:00,107,V ugm-3
29/11/2006,18:00:00,76,V ugm-3
29/11/2006,19:00:00,65,V ugm-3
